Symbol,Date,High,Low,Open,Close,Volume,Adj Close
UNI,2021-03-30,28.97114944458008,27.02040100097656,28.485998153686523,27.986522674560547,560514222,27.986522674560547
UNI,2021-03-31,30.268213272094727,27.98485565185547,27.98485565185547,28.739431381225582,751718827,28.739431381225582
UNI,2021-04-01,30.20549201965332,28.70728302001953,28.73680305480957,30.17564582824707,535780413,30.17564582824707
UNI,2021-04-02,32.50379943847656,29.544437408447266,30.16325187683105,29.549884796142575,901722733,29.549884796142575
UNI,2021-04-03,31.60142135620117,29.30684280395508,29.53693580627441,31.06555557250977,457926442,31.06555557250977
UNI,2021-04-04,31.5286922454834,29.686277389526367,31.07190704345703,30.794845581054688,497831517,30.794845581054688
UNI,2021-04-05,32.35935592651367,30.294158935546875,30.818172454833984,31.3227481842041,562448081,31.3227481842041
UNI,2021-04-06,31.41863441467285,27.87626838684082,31.292110443115234,28.59392547607422,679675887,28.59392547607422
UNI,2021-04-07,30.29578971862793,28.397541046142575,28.613697052001957,30.222431182861328,421298840,30.222431182861328
UNI,2021-04-08,30.51779556274414,29.36469841003418,30.21923446655273,29.562219619750977,322122933,29.562219619750977
UNI,2021-04-09,30.8126163482666,29.21863174438477,29.554414749145508,29.792388916015625,439672477,29.792388916015625
UNI,2021-04-10,30.71073341369629,29.253803253173828,29.769933700561523,29.979101181030277,447643489,29.979101181030277
UNI,2021-04-11,38.128414154052734,29.610036849975582,29.96845054626465,36.75481414794922,-2109822301,36.75481414794922
UNI,2021-04-12,37.13001251220703,34.30763626098633,36.67646408081055,35.32225799560547,1201797905,35.32225799560547
UNI,2021-04-13,36.7842025756836,33.38737869262695,35.40362930297852,36.151065826416016,1060830033,36.151065826416016
UNI,2021-04-14,39.519073486328125,35.69551086425781,36.14057540893555,37.84836959838867,1267323240,37.84836959838867
UNI,2021-04-15,38.20467376708984,34.40658187866211,37.76399230957031,36.27965927124024,977289791,36.27965927124024
UNI,2021-04-16,37.560638427734375,34.933284759521484,36.23434448242188,35.09549331665039,653849648,35.09549331665039
UNI,2021-04-17,35.46338653564453,27.69431495666504,35.15216827392578,31.746318817138672,1446701094,31.746318817138672
UNI,2021-04-18,32.69434356689453,29.46617889404297,31.63400077819824,31.44609642028809,847494414,31.44609642028809
UNI,2021-04-19,32.22580337524414,28.40341186523437,31.3869686126709,31.96319007873535,921466440,31.96319007873535
UNI,2021-04-20,36.43017578125,30.559762954711918,31.984546661376957,33.60398864746094,1456435098,33.60398864746094
UNI,2021-04-21,38.393585205078125,32.78789520263672,33.42213821411133,34.13132095336914,-2125024587,34.13132095336914
UNI,2021-04-22,34.7754020690918,29.854576110839844,34.00407409667969,32.881690979003906,1631826790,32.881690979003906
UNI,2021-04-23,32.939048767089844,29.97294807434082,32.939048767089844,30.1158390045166,636577406,30.1158390045166
UNI,2021-04-24,34.7423210144043,30.04205894470215,30.13408660888672,33.88875198364258,1068206314,33.88875198364258
UNI,2021-04-25,38.44620513916016,34.17159652709961,34.337921142578125,37.945411682128906,1159890689,37.945411682128906
UNI,2021-04-26,40.4747200012207,37.347110748291016,38.18788146972656,39.61473083496094,1159853792,39.61473083496094
UNI,2021-04-27,42.90787124633789,37.79453659057617,39.62831497192383,42.8032112121582,1657342891,42.8032112121582
UNI,2021-04-28,43.89278411865234,39.65756988525391,42.84917831420898,41.03312683105469,1081575232,41.03312683105469
UNI,2021-04-29,41.33313751220703,39.17109298706055,41.04032897949219,40.69766616821289,1014223949,40.69766616821289
UNI,2021-04-30,41.251068115234375,39.24566268920898,40.64195251464844,40.19977569580078,747988502,40.19977569580078
UNI,2021-05-01,43.23555755615234,39.33680725097656,40.329345703125,42.32731246948242,1047562019,42.32731246948242
UNI,2021-05-02,44.974063873291016,41.33407211303711,42.55731201171875,42.317527770996094,1178971605,42.317527770996094
UNI,2021-05-03,44.55617904663086,39.96811676025391,42.289676666259766,43.16450500488281,1714504137,43.16450500488281
UNI,2021-05-04,44.89919662475586,41.576133728027344,43.08332443237305,42.49618911743164,1469755007,42.49618911743164
UNI,2021-05-05,42.50038909912109,39.9782600402832,42.44493865966797,40.22020721435547,1165197474,40.22020721435547
UNI,2021-05-06,41.20637130737305,38.335052490234375,40.23377990722656,39.78305435180664,993781915,39.78305435180664
UNI,2021-05-07,41.23284530639648,39.19058227539063,39.7607421875,40.40708923339844,743543345,40.40708923339844
UNI,2021-05-08,40.69757080078125,38.23710250854492,40.47444915771485,39.43003463745117,663372003,39.43003463745117
UNI,2021-05-09,41.13354110717773,33.603271484375,39.42240524291992,36.3879508972168,952681487,36.3879508972168
UNI,2021-05-10,38.509883880615234,35.496315002441406,36.351593017578125,38.4899787902832,705090607,38.4899787902832
UNI,2021-05-11,43.99576950073242,36.03806686401367,38.51666641235352,36.03806686401367,1851746863,36.03806686401367
UNI,2021-05-12,40.27267456054688,34.477577209472656,36.96122741699219,37.36915969848633,1409570978,37.36915969848633
UNI,2021-05-13,40.82982635498047,37.164852142333984,37.33851623535156,40.32621383666992,804342781,40.32621383666992
UNI,2021-05-14,42.36677932739258,36.57718276977539,40.40036392211914,36.57718276977539,1049908753,36.57718276977539
