Symbol,Date,High,Low,Open,Close,Volume,Adj Close
BNB,2019-01-01,6.1919288635253915,5.885121822357178,6.191431999206543,6.075273036956787,23891162,6.075273036956787
BNB,2019-01-02,6.2078728675842285,5.949006080627441,6.0914649963378915,6.188612937927246,30308610,6.188612937927246
BNB,2019-01-03,6.1751160621643075,5.901558876037598,6.1719069480896,5.903534889221191,22821639,5.903534889221191
BNB,2019-01-04,6.065897941589356,5.8637142181396475,5.895051956176758,6.06513786315918,29311136,6.06513786315918
BNB,2019-01-05,6.204376220703125,6.03407096862793,6.055661201477051,6.065543174743652,30340637,6.065543174743652
BNB,2019-01-06,6.502734184265138,6.034090042114258,6.068152904510497,6.395978927612305,41574183,6.395978927612305
BNB,2019-01-07,6.429487228393555,6.231934070587157,6.429357051849365,6.29141092300415,37914513,6.29141092300415
BNB,2019-01-08,6.911028861999513,6.23575496673584,6.295865058898926,6.640054225921631,65660517,6.640054225921631
BNB,2019-01-09,6.965077877044678,6.473887920379639,6.659678936004639,6.641550064086914,74676974,6.641550064086914
BNB,2019-01-10,6.683948040008545,5.800487041473389,6.61093807220459,5.915918827056885,75844882,5.915918827056885
BNB,2019-01-11,6.237287998199463,5.842599868774414,5.9650330543518075,6.0753421783447275,50239804,6.0753421783447275
BNB,2019-01-12,6.087327003479004,5.929253101348878,6.086732864379883,5.9769649505615225,32654874,5.9769649505615225
BNB,2019-01-13,6.000758171081543,5.493421077728272,5.974922180175781,5.568757057189941,26590183,5.568757057189941
BNB,2019-01-14,6.159282207489014,5.574418067932129,5.577669143676758,6.159282207489014,43109288,6.159282207489014
BNB,2019-01-15,6.163675785064697,5.817485809326173,6.163675785064697,5.919047832489014,25427436,5.919047832489014
BNB,2019-01-16,6.249328136444093,5.9005470275878915,5.916178226470947,6.186014175415039,35059223,6.186014175415039
BNB,2019-01-17,6.417831897735597,6.081832885742188,6.171834945678711,6.417831897735597,36306127,6.417831897735597
BNB,2019-01-18,6.68779993057251,6.336639881134032,6.405714988708496,6.563039779663086,43105423,6.563039779663086
BNB,2019-01-19,6.7280540466308585,6.35616397857666,6.570097923278809,6.635448932647705,46981638,6.635448932647705
BNB,2019-01-20,6.730163097381593,6.3759307861328125,6.6468238830566415,6.493868827819824,49479090,6.493868827819824
BNB,2019-01-21,6.579239845275879,6.422120094299316,6.505216121673584,6.553024768829347,36321046,6.553024768829347
BNB,2019-01-22,6.568098068237305,6.384760856628418,6.5432329177856445,6.5231990814208975,31986617,6.5231990814208975
BNB,2019-01-23,6.5739989280700675,6.4364190101623535,6.530526161193848,6.5414018630981445,33083575,6.5414018630981445
BNB,2019-01-24,6.541762828826903,6.465993881225586,6.534355163574219,6.5057921409606925,26614401,6.5057921409606925
BNB,2019-01-25,6.799006938934326,6.505508899688722,6.514754772186278,6.737325191497803,43731936,6.737325191497803
BNB,2019-01-26,7.0396409034729,6.690682888031006,6.750314235687256,7.0065650939941415,48498979,7.0065650939941415
BNB,2019-01-27,7.246769905090332,6.860904216766357,7.0030598640441895,7.088199138641357,52872347,7.088199138641357
BNB,2019-01-28,7.189432144165039,6.106819152832031,7.09149694442749,6.20618200302124,82427200,6.20618200302124
BNB,2019-01-29,6.3146629333496085,6.059685230255128,6.220345973968506,6.181670188903809,49291811,6.181670188903809
BNB,2019-01-30,6.219440937042236,6.0568180084228525,6.174735069274902,6.174529075622559,41310644,6.174529075622559
BNB,2019-01-31,6.333212852478027,6.028730869293213,6.173159122467041,6.268435955047607,52240451,6.268435955047607
BNB,2019-02-01,6.648026943206787,6.172295093536378,6.264142036437987,6.56261682510376,56050947,6.56261682510376
BNB,2019-02-02,6.891695022583008,6.525021076202393,6.5543460845947275,6.891695022583008,56627089,6.891695022583008
BNB,2019-02-03,6.920657157897949,6.62178897857666,6.885941028594972,6.7381649017333975,59942158,6.7381649017333975
BNB,2019-02-04,7.173779010772705,6.703908920288086,6.765826225280763,7.1005001068115225,71959989,7.1005001068115225
BNB,2019-02-05,7.914336204528809,6.955159187316895,7.060619831085205,7.819809913635254,96588397,7.819809913635254
BNB,2019-02-06,8.466517448425293,7.405838012695312,7.863149166107178,8.086174011230469,118867601,8.086174011230469
BNB,2019-02-07,8.428265571594237,7.702507019042969,8.103446960449219,7.730325222015381,86056681,7.730325222015381
BNB,2019-02-08,8.828984260559082,7.652212142944336,7.780721187591553,8.575567245483397,103694036,8.575567245483397
BNB,2019-02-09,8.931648254394531,8.467872619628906,8.601718902587889,8.871356964111328,106420119,8.871356964111328
BNB,2019-02-10,9.337291717529297,8.856160163879395,8.856160163879395,9.211540222167967,125419865,9.211540222167967
BNB,2019-02-11,9.824777603149414,9.151556968688963,9.192380905151367,9.551809310913086,136029624,9.551809310913086
BNB,2019-02-12,9.748714447021484,8.980687141418457,9.533522605895996,9.34178066253662,123194872,9.34178066253662
BNB,2019-02-13,9.328229904174805,8.789260864257812,9.328229904174805,8.941073417663574,95068052,8.941073417663574
BNB,2019-02-14,9.067791938781738,8.460004806518555,8.929619789123535,8.782048225402832,72389547,8.782048225402832
BNB,2019-02-15,9.508628845214844,8.777353286743164,8.82160472869873,9.273832321166992,83961438,9.273832321166992
BNB,2019-02-16,9.3372220993042,9.078146934509276,9.317525863647461,9.129250526428224,65705040,9.129250526428224
BNB,2019-02-17,9.21916675567627,8.920140266418457,9.134309768676758,9.216046333312988,66977126,9.216046333312988
BNB,2019-02-18,9.744647979736328,9.179192543029783,9.215028762817383,9.634435653686523,79003060,9.634435653686523
BNB,2019-02-19,11.109811782836914,9.580958366394043,9.654717445373537,10.563077926635742,128091178,10.563077926635742
BNB,2019-02-20,11.323774337768555,10.522626876831056,10.522626876831056,10.966055870056152,118033473,10.966055870056152
BNB,2019-02-21,10.985795021057127,10.23424243927002,10.985795021057127,10.492892265319824,85754656,10.492892265319824
BNB,2019-02-22,10.98987865447998,10.433595657348633,10.4476957321167,10.837115287780762,82256314,10.837115287780762
BNB,2019-02-23,10.865764617919922,10.458561897277832,10.823094367980957,10.781801223754883,81628102,10.781801223754883
BNB,2019-02-24,11.085545539855957,9.623884201049805,10.79788875579834,10.113093376159668,113588899,10.113093376159668
BNB,2019-02-25,10.290169715881348,9.544574737548828,10.065573692321776,9.842012405395508,146043498,9.842012405395508
BNB,2019-02-26,9.874676704406738,9.45089054107666,9.822497367858887,9.521595001220703,88437694,9.521595001220703
BNB,2019-02-27,10.115608215332033,9.435871124267578,9.52086067199707,9.899131774902344,93800328,9.899131774902344
BNB,2019-02-28,10.549580574035645,9.894533157348633,9.91466236114502,10.365178108215332,100626963,10.365178108215332
BNB,2019-03-01,11.607488632202148,10.325634002685547,10.35693073272705,11.393217086791992,117838677,11.393217086791992
BNB,2019-03-02,11.915753364562988,10.960816383361816,11.384693145751953,11.869744300842285,120807894,11.869744300842285
BNB,2019-03-03,11.96497917175293,11.35206413269043,11.84530544281006,11.53790283203125,89868246,11.53790283203125
BNB,2019-03-04,11.599405288696287,11.07054328918457,11.538013458251953,11.545945167541506,89421231,11.545945167541506
BNB,2019-03-05,13.841443061828613,11.520387649536133,11.520387649536133,13.811966896057127,237026335,13.811966896057127
BNB,2019-03-06,14.55545711517334,13.1126708984375,13.750288009643555,14.517946243286133,191016822,14.517946243286133
BNB,2019-03-07,15.645142555236815,14.444202423095705,14.525312423706055,15.145886421203613,236520320,15.145886421203613
BNB,2019-03-08,15.322367668151855,13.761345863342285,15.226147651672365,14.366935729980467,227303083,14.366935729980467
BNB,2019-03-09,14.948982238769533,14.10533618927002,14.284603118896484,14.565878868103027,160640089,14.565878868103027
BNB,2019-03-10,14.602170944213867,14.07328987121582,14.566903114318848,14.494439125061035,140866074,14.494439125061035
BNB,2019-03-11,14.967264175415039,14.217392921447756,14.498400688171387,14.514413833618164,152327295,14.514413833618164
BNB,2019-03-12,15.50733757019043,14.324996948242188,14.495936393737793,15.40613079071045,169525508,15.40613079071045
BNB,2019-03-13,15.44845962524414,15.09764575958252,15.42757797241211,15.115123748779295,145402739,15.115123748779295
BNB,2019-03-14,15.231841087341307,14.748008728027346,15.119260787963867,15.051103591918945,137039682,15.051103591918945
BNB,2019-03-15,15.298234939575195,15.009156227111815,15.033138275146484,15.077101707458494,124146334,15.077101707458494
BNB,2019-03-16,16.160261154174805,15.021489143371582,15.052108764648438,16.119010925292972,143423670,16.119010925292972
BNB,2019-03-17,16.097116470336914,15.68274211883545,16.089241027832028,15.76114559173584,131687083,15.76114559173584
BNB,2019-03-18,15.941780090332033,15.404626846313475,15.754995346069336,15.682011604309082,132882167,15.682011604309082
BNB,2019-03-19,16.01011848449707,15.41341495513916,15.675785064697266,15.693594932556152,216950178,15.693594932556152
BNB,2019-03-20,15.723441123962402,15.178735733032227,15.692177772521973,15.280022621154785,136054765,15.280022621154785
BNB,2019-03-21,15.454046249389648,14.33874797821045,15.28180694580078,14.517393112182615,152779939,14.517393112182615
BNB,2019-03-22,15.318472862243652,14.39244556427002,14.495111465454102,15.266424179077148,149753510,15.266424179077148
BNB,2019-03-23,15.546730041503904,15.10373592376709,15.249810218811035,15.235995292663574,143128548,15.235995292663574
BNB,2019-03-24,17.377954483032227,14.915450096130373,15.241131782531738,17.285356521606445,314554203,17.285356521606445
BNB,2019-03-25,17.416223526000973,16.216285705566403,17.249006271362305,16.841007232666016,199413830,16.841007232666016
BNB,2019-03-26,16.827077865600586,15.778379440307615,16.758649826049805,16.335664749145508,186112032,16.335664749145508
BNB,2019-03-27,16.955209732055664,16.049110412597653,16.288694381713867,16.781343460083008,202275822,16.781343460083008
BNB,2019-03-28,16.912256240844727,16.610221862792972,16.77707862854004,16.805330276489258,189454288,16.805330276489258
BNB,2019-03-29,16.895767211914062,16.453279495239258,16.802631378173828,16.510141372680664,172002338,16.510141372680664
BNB,2019-03-30,17.24379539489746,16.066577911376953,16.492198944091793,16.932212829589847,182021376,16.932212829589847
BNB,2019-03-31,18.05897521972656,17.291074752807614,17.410638809204098,17.950502395629886,202977286,17.950502395629886
BNB,2019-03-31,17.568340301513672,16.772443771362305,16.932212829589847,17.401670455932614,199990283,17.401670455932614
BNB,2019-04-01,19.921142578125,17.69179344177246,17.96062469482422,19.789783477783203,264406306,19.789783477783203
BNB,2019-04-02,20.07171440124512,18.429637908935547,19.79978370666504,18.753063201904297,254862222,18.753063201904297
BNB,2019-04-03,19.545368194580078,18.447649002075195,18.743467330932614,19.142688751220703,214630296,19.142688751220703
BNB,2019-04-04,19.530912399291992,18.941455841064453,19.13921546936035,19.453466415405273,181774781,19.453466415405273
BNB,2019-04-05,19.474811553955078,18.89247131347656,19.460411071777344,19.115629196166992,155317547,19.115629196166992
BNB,2019-04-06,19.269763946533203,18.908727645874023,19.106430053710934,19.110271453857425,149525473,19.110271453857425
BNB,2019-04-07,19.090576171875,18.073280334472656,19.07906913757324,18.11370277404785,178255322,18.11370277404785
BNB,2019-04-08,18.64446830749512,17.320001602172848,18.11370277404785,18.4350528717041,203380139,18.4350528717041
BNB,2019-04-09,18.687946319580078,18.117265701293945,18.425514221191406,18.248579025268555,180291307,18.248579025268555
BNB,2019-04-10,18.28696632385254,16.589216232299805,18.27806854248047,17.70047950744629,159364357,17.70047950744629
BNB,2019-04-11,18.633878707885746,16.809150695800778,17.689149856567386,18.43427085876465,171773154,18.43427085876465
BNB,2019-04-12,18.719797134399414,18.150991439819336,18.43653678894043,18.719797134399414,167393154,18.719797134399414
BNB,2019-04-13,20.007793426513672,18.53243827819824,18.71337890625,19.492019653320312,189084742,19.492019653320312
BNB,2019-04-14,19.89594078063965,18.888896942138672,19.492019653320312,19.40242576599121,176699111,19.40242576599121
BNB,2019-04-15,19.8558349609375,18.7938175201416,19.387168884277344,19.827455520629886,174830782,19.827455520629886
BNB,2019-04-16,19.889503479003906,19.425251007080078,19.825439453125,19.603349685668945,186563033,19.603349685668945
BNB,2019-04-17,22.075721740722656,19.5364990234375,19.58857536315918,22.03847885131836,376729341,22.03847885131836
BNB,2019-04-18,24.801462173461914,21.31612968444824,22.02644920349121,24.47528076171875,397681147,24.47528076171875
BNB,2019-04-19,25.533409118652344,23.95988655090332,24.51747894287109,25.00752830505371,311312466,25.00752830505371
BNB,2019-04-20,24.991802215576172,22.789329528808594,24.991802215576172,24.193828582763672,281288778,24.193828582763672
BNB,2019-04-21,24.70105361938477,23.39841270446777,24.186973571777344,23.90810966491699,254544860,23.90810966491699
BNB,2019-04-22,24.74544334411621,22.6898136138916,23.9096736907959,22.87626075744629,264898474,22.87626075744629
BNB,2019-04-23,23.16535377502441,21.40784454345703,22.848100662231445,23.12906837463379,259839247,23.12906837463379
BNB,2019-04-24,23.5305290222168,21.540197372436523,23.10208511352539,22.243106842041016,244068802,22.243106842041016
BNB,2019-04-25,23.463964462280273,21.644140243530273,22.2853946685791,22.869428634643555,253113255,22.869428634643555
BNB,2019-04-26,22.95112419128418,22.258813858032227,22.86735725402832,22.34158706665039,205615716,22.34158706665039
BNB,2019-04-27,23.03533172607422,22.301576614379886,22.35248374938965,22.89933967590332,222693167,22.89933967590332
BNB,2019-04-28,22.93445014953613,21.319276809692386,22.90409278869629,21.705066680908203,201243334,21.705066680908203
